"Year","UTLA18CD","UTLA18NM","Pop_Est_Total","Grants_Inside_AEF","Grants_Outside_AEF","Grants_LSSG_ABG","Grants_RSG","Income_Rates","Police_Grant","Central_Gov_Funding_Total","Central_Gov_Funding_Total_PerCap"
2002,"E09000012","Hackney",210961,115487.553318563,115838.499783032,NA,207870.678254053,67754.4765916766,29053.0018291449,536004.20977647,2.54077393345912
2003,"E09000012","Hackney",212405,176869.414805126,121138.768689611,NA,236803.127919731,64574.7097967401,31090.2264092539,630476.247620462,2.96827404072626
2004,"E09000012","Hackney",213581,168470.05410475,228414.234030161,NA,259898.077334304,63645.483825593,32272.045910991,752699.895205799,3.52418939515125
2005,"E09000012","Hackney",216512,174363.604917882,215129.167209003,NA,272860.644744407,75346.347234323,33898.902615491,771598.666721107,3.56376859814286
2006,"E09000012","Hackney",220193,330736.719693202,235735.312428228,NA,36712.9144756559,190186.303632289,29017.9499644964,822389.200193871,3.73485624063377
2007,"E09000012","Hackney",224480,339705.082865957,235606.065469912,NA,33677.4236500213,200675.346547002,29957.382024997,839621.300557888,3.74029446078888
2008,"E09000012","Hackney",231041,316901.069726674,251428.328449452,28241,30139.2555660335,216502.662271425,31150.4101982793,874362.726211864,3.78444832827015
2009,"E09000012","Hackney",236622,361937.427782991,290315.593742044,31484.4290517682,47089.1663715909,204014.497495906,32282.9621201839,967124.076564485,4.08721114927811
2010,"E09000012","Hackney",241739,349039.10138318,313278.711882846,48941.3687498411,32350.3578235799,222785.986115975,33427.9829245072,999823.508879929,4.13596278995085
2011,"E09000012","Hackney",247182,377041.653984743,324765.541408782,7775.66337372098,61289.2691281649,198282.874714041,33976.3787866692,1003131.38139612,4.05827034895794
2012,"E09000012","Hackney",252212,320753.274076877,338616.916737044,1548.42791400429,4627.82114275254,238731.035228894,31921.2285162068,936198.703615779,3.71195146787535
2013,"E09000012","Hackney",257436,357944.991473198,308920.520630575,82,152273.650509691,128493.821799408,59938.8622275276,1007653.8466404,3.91419166954272
2014,"E09000012","Hackney",263112,364865.163389269,328943.495174016,84,124165.133605671,132333.40588997,61735.8187085319,1012127.01676746,3.84675353753329
2015,"E09000012","Hackney",268626,321381.277589806,319626.07180403,53,89635.5663920212,134205.518657933,59318.50526634,924219.93971013,3.4405453668302
2016,"E09000012","Hackney",273239,321655.472264771,319050.501820994,0,74378.167262832,131711.812798308,59342.3407176949,906138.294864601,3.31628462578402
2017,"E09000012","Hackney",275929,334416.189169044,309584.961842384,0,54904,178116.337996109,58846.1595756193,935867.648583156,3.39169731555275
2018,"E09000012","Hackney",279665,327088.523557699,308295.39307653,0,0,249884.994078857,53635.0084417733,938903.919154859,3.35724498651908
2002,"E06000006","Halton",118788,23812.1506019055,33176.7613082113,NA,63831.6985686721,40122.9852051075,7204.34927773166,168147.944961628,1.41552972490174
2003,"E06000006","Halton",119178,28144.4187103061,31859.0516694286,NA,77106.1069279448,37509.9422825252,7957.96132607343,182577.480916278,1.53197302284212
2004,"E06000006","Halton",119960,36513.1573122428,45794.8669521238,NA,84309.3420252946,35803.9995484915,8102.17010202063,210523.535940173,1.75494778209548
2005,"E06000006","Halton",120396,32563.8027734577,50440.0104464659,NA,83643.5988881415,42822.8031394604,8387.31220775221,217857.527455278,1.80950801899796
2006,"E06000006","Halton",121275,107907.737150401,53434.2950935155,NA,10125.0865302031,52450.5652917247,7604.18045077834,231521.864516622,1.90906505476497
2007,"E06000006","Halton",122040,119597.550055559,57849.6526734853,NA,9250.01812498551,55118.4263578624,7797.06114650837,249612.708358401,2.04533520451
2008,"E06000006","Halton",122907,110068.994618447,62403.1100588441,13891,8502.63308713998,61079.4650662089,7860.30984780105,263805.512678441,2.14638314073601
2009,"E06000006","Halton",123636,110522.915097074,68180.5772031791,15398,13376.7289309113,57953.7964523056,7909.88836556848,273341.906049038,2.21086015439709
2010,"E06000006","Halton",124802,119114.538179314,62423,19787,9271.18976203139,63847.6712764037,8164.0772956383,282607.476513388,2.26444669567305
2011,"E06000006","Halton",125722,118050.583383952,65008,622,17898.8487585703,57906.5518769934,8495.67276923241,267981.656788748,2.13154147077479
2012,"E06000006","Halton",125781,117984.429755413,68406,415,1360.11922304475,70159.5928658,7834.45016145393,266159.592005711,2.11605562052863
2013,"E06000006","Halton",126074,114286.734820372,57567,20,48923.1339883359,32645.9247571268,14304.2675787249,267747.06114456,2.12372940609927
2014,"E06000006","Halton",126501,112373.185663119,58768,20,40292.4663048286,33614.9649010634,14629.8480693422,259698.464938353,2.05293606325921
2015,"E06000006","Halton",126719,110715.976042598,56349,0,29334.1729927378,34227.1243876721,13970.0594691866,244596.332892194,1.93022619253777
2016,"E06000006","Halton",127306,111897.664099845,51560,0,23145.1578719649,35268.6328582892,13892.2044951616,235763.659325261,1.85194460061003
2017,"E06000006","Halton",127595,114081.372067363,43830,0,665.251396648045,61744.7877094972,13680.1396648045,234001.550838313,1.83393981612378
2018,"E06000006","Halton",128432,117201.833930522,39150,0,547.181614525461,65507.6967697596,13703.0620190678,236109.774333875,1.83840300185215
2002,"E09000013","Hammersmith and Fulham",171989,65606.956881634,79169.3915045147,NA,112643.701216036,55466.4225166067,23685.8790562843,336572.351175076,1.95694114841691
2003,"E09000013","Hammersmith and Fulham",171510,123406.222444044,91153.5347941673,NA,123730.808500332,52515.3986828883,25104.327729814,415910.292151246,2.42499149991981
2004,"E09000013","Hammersmith and Fulham",172083,115520.636070192,135745.32818749,NA,136506.922829835,52383.063386535,26001.706502456,466157.656976508,2.70891172850606
2005,"E09000013","Hammersmith and Fulham",173292,121125.019718791,141766.33376433,NA,139041.328540902,62782.5271436701,27132.0233153066,491847.232482999,2.83825700253329
2006,"E09000013","Hammersmith and Fulham",174675,198241.227479575,154544.580267794,NA,21295.7859288678,110318.462948278,23019.3984824604,507419.455106975,2.90493462205224
2007,"E09000013","Hammersmith and Fulham",176472,209209.923982186,159451.369416188,NA,19554.7307660662,116519.292746982,23550.601927634,528285.918839056,2.99359625798459
2008,"E09000013","Hammersmith and Fulham",177088,192670.061914367,169049.466571522,10659,17456.459025358,125393.508036765,23876.1251950645,539104.620743076,3.04427527976529
2009,"E09000013","Hammersmith and Fulham",180116,227008.166634729,185772.114564335,11320.5953254063,27247.9977017584,118050.347300643,24573.6998471784,593972.92137405,3.29772436304409
2010,"E09000013","Hammersmith and Fulham",180842,221744.705365444,200230.731529946,21382.3900920363,18668.2431570075,128558.529758066,25007.0666629453,615591.666565445,3.4040304053563
2011,"E09000013","Hammersmith and Fulham",182445,235315.654308349,176470.705412713,2172.20539205332,35434.6412120949,114637.339366148,25077.9604814827,589108.506172841,3.22896492736354
2012,"E09000013","Hammersmith and Fulham",182117,191831.676617523,175793.820462152,2227.28579296274,2680.16767661596,138268.888636467,23049.6501898642,533851.489375584,2.93136549237899
2013,"E09000013","Hammersmith and Fulham",181421,187476.564544427,160754.228904736,177,85784.3097512337,76025.3534341365,42240.2784543742,552457.735088907,3.0451697162341
2014,"E09000013","Hammersmith and Fulham",181679,180964.557866608,170062.913932926,177,70174.9999747055,68222.8311809568,42628.6212987145,532230.924253911,2.92951262531119
2015,"E09000013","Hammersmith and Fulham",182183,152883.989200106,158242.169997854,114.833,51442.1516978907,76571.2768334347,40229.9972636216,479484.417992907,2.63188342486899
2016,"E09000013","Hammersmith and Fulham",181783,142694.519986923,147873.321486046,0,41937.8969566548,76969.0025652081,39479.8279992415,448954.568994074,2.46972802183963
2017,"E09000013","Hammersmith and Fulham",182998,157659.354730951,129872.009401812,0,29499,99886.4179358167,39027.1755053626,455943.957573942,2.49152426569658
2018,"E09000013","Hammersmith and Fulham",185426,160323.88771641,116855.624996366,0,0,138957.792555615,35561.564998567,451698.870266958,2.43600611708692
2002,"E10000014","Hampshire",1245073,131650.803920878,166924.788859767,NA,277225.003557214,416307.868832764,75463.4645279756,1067571.9296986,0.857437218298524
2003,"E10000014","Hampshire",1250515,168556.582366751,153286,NA,359585.790511635,393524.792900972,79328.6083323598,1154281.77411172,0.923045124697998
2004,"E10000014","Hampshire",1255419,189771.68295139,213606.647116594,NA,409931.575218722,376771.29187471,81372.5654568559,1271453.76261827,1.01277243901699
2005,"E10000014","Hampshire",1263075,203734.590963714,231353,NA,379591.384214751,451495.147311486,83856.2139409958,1350030.33643095,1.06884415923912
2006,"E10000014","Hampshire",1272498,803984.425568208,260173.980239814,NA,44118.8957865316,228553.135751834,78465.1339444276,1415295.57129082,1.11221830705495
2007,"E10000014","Hampshire",1283441,870593.63603995,258854.282352948,NA,40375.7399793318,240589.182389542,80535.7730966559,1490948.61385843,1.16168068018587
2008,"E10000014","Hampshire",1293565,855264.77456761,280204.228215393,65205,37236.6398841478,267480.94261871,82538.5545824552,1587930.13986832,1.22756115067145
2009,"E10000014","Hampshire",1301706,897503.787594786,351778.028150362,46021,57998.8572635784,251274.758191386,84862.7565550085,1689439.18775512,1.29786540720802
2010,"E10000014","Hampshire",1312347,897039.437631988,378153,69796,39810.8673545531,274147.051514892,87181.3473662282,1746127.70386766,1.33053811519946
2011,"E10000014","Hampshire",1322118,896146.643731857,390509,2795,75715.0380403479,244946.35217576,95913.0335663916,1706025.06751436,1.29037277120072
2012,"E10000014","Hampshire",1331394,857866.314708136,409315,2381,5836.16537361829,301117.13952252,89075.3843726374,1665591.00397691,1.25101285117472
2013,"E10000014","Hampshire",1340180,854743.035890718,341755,1668,208608.595152649,141444.555929676,140873.006607409,1689092.19358045,1.260347261995
2014,"E10000014","Hampshire",1349627,862270.566449962,347781,1010,181999.367844225,134993.566464604,144119.218268044,1672173.71902683,1.23898952749673
2015,"E10000014","Hampshire",1356994,907101.794840502,344741.498,847,147971.886315841,165809.2355896,136958.268142559,1703429.6828885,1.25529639990192
2016,"E10000014","Hampshire",1365103,928967.518300026,337738,0,102473.923408327,152092.253473424,135947.434251241,1657219.12943302,1.21398834332136
2017,"E10000014","Hampshire",1370728,945162.44046171,320143.474,0,56455.5248799519,165080.559495706,134063.041967587,1620905.04080496,1.18251399315178
2018,"E10000014","Hampshire",1376316,955514.421931864,304031.81,0,28275.2695292654,179494.838366378,134181.215973749,1601497.55580126,1.16361181284041
2002,"E09000014","Haringey",224474,106652.13370069,132604.423373497,NA,176234.045664365,74815.7802126461,30913.9771455173,521220.360096716,2.32196316765735
2003,"E09000014","Haringey",225027,189127.33381678,150538.324459956,NA,192074.556424723,68814.1905860551,32937.738651139,633492.143938653,2.81518281778921
2004,"E09000014","Haringey",226472,177096.462748142,231372.254518326,NA,205953.616052245,68107.5876831259,34219.8734042539,716749.794406093,3.16484949312097
2005,"E09000014","Haringey",229271,175732.099140592,244053.788123408,NA,207116.19836404,81147.6425729774,35896.5567800225,743946.284981039,3.24483377741206
2006,"E09000014","Haringey",233174,325549.085623715,262478.900715007,NA,26357.2609026925,136543.136421937,30728.6401703119,781657.023833663,3.35224777991398
2007,"E09000014","Haringey",236793,342916.633531176,270980.471542306,NA,23958.0535342101,142759.583704135,31600.5807281055,812215.323039933,3.43006475292738
2008,"E09000014","Haringey",244459,324418.730984167,283149.375117077,22279,21462.2088954644,154170.001576388,32959.5098993736,838438.82647247,3.42977279000761
2009,"E09000014","Haringey",249805,363294.361569635,314442.390524682,24545.7900756352,33527.0252109072,145255.261450604,34081.5535006573,915146.382332121,3.66344301488009
2010,"E09000014","Haringey",252742,357589.368561911,316497.744032589,41645.617172125,22999.2845798453,158387.464206949,34949.4920567463,932068.970610166,3.68782778726989
2011,"E09000014","Haringey",255540,392036.271626822,329391.444003205,1254.43838354192,44631.7682881895,144392.397142292,35125.226898178,946831.546342228,3.70521854246783
2012,"E09000014","Haringey",257898,327494.592175941,328043.22244243,1091.08977434015,3391.31324074031,174957.635050915,32640.8774835166,867618.730167883,3.36419332514359
2013,"E09000014","Haringey",261033,330650.388443043,276714.190621207,106,114222.047085474,101447.007022191,60776.3522733348,883915.98544525,3.38622314207495
2014,"E09000014","Haringey",264398,333182.63024794,286222.614897912,171,94198.3037682516,98720.7187984446,62037.5619314148,874532.829643963,3.30763784008942
2015,"E09000014","Haringey",268251,293860.887422385,273365.351509358,54,69437.0509713359,103591.641875728,59235.6970516665,799544.628830473,2.9805839636403
2016,"E09000014","Haringey",272078,293032.922472871,265134.100562864,0,56203.9101465633,104597.719456367,59090.1934855164,778058.846124181,2.85969040541382
2017,"E09000014","Haringey",271224,296230.258284503,257641.770657909,0,38590,147855.324944666,57842.7449986691,798160.098885747,2.94280778576286
2018,"E09000014","Haringey",270624,298272.686585839,256874.806958121,0,0,193255.283316098,51901.0978297121,800303.87468977,2.95725388247077
2002,"E09000015","Harrow",212336,52502.032562656,59310.8953973954,NA,89394.634310382,71350.3668809413,29242.3632633203,301800.292414695,1.42133360529865
2003,"E09000015","Harrow",213728,116100.658098774,70250.9009415649,NA,108248.854184356,65964.1004705052,31283.8770744428,391848.390769643,1.8333975462721
2004,"E09000015","Harrow",216267,110323.099765766,103315.508720349,NA,120108.729727166,64099.3891053489,32677.8999678449,430524.627286475,1.99070883346269
2005,"E09000015","Harrow",221109,110172.631012544,103190.060252621,NA,120338.455308672,76264.8361967648,34618.6468113019,444584.629581904,2.01070345206167
2006,"E09000015","Harrow",223632,237761.668806139,110817.890050771,NA,14609.8943972782,75686.2709663621,29471.1556973213,468346.879917871,2.09427487979301
2007,"E09000015","Harrow",226355,263135.896436759,122035.292740743,NA,13371.3504779961,79678.3021767932,30207.605168693,508428.447000984,2.24615514126476
2008,"E09000015","Harrow",229567,251400.85712468,125689.340464053,8642,12099.1158128974,86914.8871830727,30951.6761872931,515697.876771997,2.24639376204767
2009,"E09000015","Harrow",233495,290903.502655933,146816.352557238,9267.1062176916,18880.0452617873,81799.7083821734,31856.3372816236,579523.052356447,2.48195058719222
2010,"E09000015","Harrow",237451,301949.267005065,158868.866853481,12030.1028010313,12971.2748524932,89329.372278467,32835.0327146516,607983.916505189,2.56046054346029
